base,city,img1_L2,img2_L2,img3_L2,mean_L2,max_L2,up25per_L2,img1_PSNR,img2_PSNR,img3_PSNR,mean_PSNR,max_PSNR,up25per_PSNR,img1_SSIM,img2_SSIM,img3_SSIM,mean_SSIM,max_SSIM,up25per_SSIM,img1_LPIPS,img2_LPIPS,img3_LPIPS,mean_LPIPS,max_LPIPS,up25per_LPIPS
14_16_r0_d0,Stockholm,88.59274292,89.2419281,89.03472137,88.95646413,89.2419281,89.13832474,12.79407978,12.7306633,12.78498363,12.76990891,12.79407978,12.78953171,0.104847021,0.120536961,0.113728493,0.113037492,0.120536961,0.117132727,0.447939754,0.475746006,0.457841188,0.460508982,0.475746006,0.466793597
56_10_r1_d0,Stockholm,95.29945374,100.6706924,102.8523026,99.60748291,102.8523026,101.7614975,12.12597179,11.6839819,11.53189182,11.78061517,12.12597179,11.90497684,0.141700178,0.121872507,0.089320786,0.117631157,0.141700178,0.131786343,0.379961133,0.38857466,0.446763158,0.40509965,0.446763158,0.417668909
68_51_r0_d0,SaoPaulo,132.2887268,132.3250885,132.2769012,132.2969055,132.3250885,132.3069077,9.345715523,9.343327522,9.346491814,9.345178286,9.346491814,9.346103668,0.032719541,0.038309641,0.031891827,0.034307003,0.038309641,0.035514591,0.430134773,0.450270325,0.391623765,0.424009621,0.450270325,0.440202549
27_6_r0_d1,Munich,85.36222839,89.49692535,90.40625763,88.42180379,90.40625763,89.95159149,13.11672783,12.70588112,12.65220261,12.82493718,13.11672783,12.91130447,0.187090322,0.177766457,0.155908644,0.173588475,0.187090322,0.18242839,0.426822782,0.42082566,0.462208241,0.436618894,0.462208241,0.444515511
5_29_r1_d2,HongKong,124.5898895,124.146492,130.1240234,126.2868017,130.1240234,127.3569565,9.866516113,9.897483826,9.489023209,9.751007716,9.897483826,9.881999969,0.050196614,0.056720331,0.053624731,0.053513892,0.056720331,0.055172531,0.638997436,0.692577362,0.655059218,0.662211339,0.692577362,0.67381829
40_19_r1_d0,Kigali,55.09814453,55.75533676,56.69752121,55.85033417,56.69752121,56.22642899,16.95343399,16.85044289,16.7048912,16.83625603,16.95343399,16.90193844,0.297935784,0.34451887,0.321203113,0.321219256,0.34451887,0.332860991,0.495244861,0.4642874,0.464502484,0.474678248,0.495244861,0.479873672
46_12_r0_d0,Munich,101.3354492,100.8171997,96.51322937,99.55529277,101.3354492,101.0763245,11.62681484,11.70547962,12.08443642,11.80557696,12.08443642,11.89495802,0.10982921,0.113846809,0.129694521,0.11779018,0.129694521,0.121770665,0.494371116,0.490865707,0.448774219,0.478003681,0.494371116,0.492618412
79_28_r0_d0,Chicago,54.10192871,56.80700684,125.4384308,78.78245544,125.4384308,91.12271881,16.97458839,16.55080414,9.353063583,14.29281871,16.97458839,16.76269627,0.31300509,0.269809961,0.248594478,0.27713651,0.31300509,0.291407526,0.339160591,0.338533163,0.500096738,0.392596831,0.500096738,0.419628665
7_32_r0_d1,SaoPaulo,146.9526367,151.5951996,165.8507996,154.7995453,165.8507996,158.7229996,8.432624817,8.162464142,7.381821156,7.992303371,8.432624817,8.297544479,0.038838774,0.019923316,0.038658503,0.032473531,0.038838774,0.038748639,0.50469631,0.512931585,0.520180523,0.512602806,0.520180523,0.516556054
54_3_r0_d1,SaoPaulo,139.18927,138.2422638,142.0639038,139.8318125,142.0639038,140.6265869,8.904057503,8.963356018,8.72649765,8.864637057,8.963356018,8.93370676,0.049196966,0.067733549,0.062763698,0.059898071,0.067733549,0.065248623,0.468828648,0.429850489,0.437382609,0.445353915,0.468828648,0.453105628
10_47_r1_d1,Singapore,123.4582291,123.9290314,122.3681183,123.2517929,123.9290314,123.6936302,9.945771217,9.912712097,10.02280712,9.960430145,10.02280712,9.984289169,0.104654595,0.09528365,0.082575612,0.094171286,0.104654595,0.099969123,0.549042463,0.5394032,0.505267739,0.531237801,0.549042463,0.544222832
38_46_r0_d1,SaoPaulo,141.4330597,140.0002289,141.593277,141.0088552,141.593277,141.5131683,8.765152931,8.853598595,8.755319595,8.79135704,8.853598595,8.809375763,0.020327423,0.030823613,0.0218825,0.024344512,0.030823613,0.026353057,0.450255036,0.481266499,0.476848781,0.469456772,0.481266499,0.47905764
56_38_r0_d1,Mexico,114.2367554,115.4333115,118.0547104,115.9082591,118.0547104,116.7440109,10.62005424,10.52954865,10.33450603,10.49470297,10.62005424,10.57480145,0.057655063,0.055952843,0.055366054,0.056324653,0.057655063,0.056803953,0.393612951,0.419757813,0.450702161,0.421357642,0.450702161,0.435229987
94_26_r1_d0,Orlando,97.99777222,100.5664063,129.4810944,109.3484243,129.4810944,115.0237503,11.81451893,11.45024872,9.429251671,10.89800644,11.81451893,11.63238382,0.10686288,0.115113184,0.099868625,0.107281563,0.115113184,0.110988032,0.441683769,0.529087842,0.544081867,0.504951159,0.544081867,0.536584854
106_24_r1_d0,Orlando,94.66293335,96.16810608,108.6787949,99.83661143,108.6787949,102.4234505,11.90509224,12.01275826,10.98488426,11.63424492,12.01275826,11.95892525,0.068961576,0.071701981,0.072988272,0.071217276,0.072988272,0.072345126,0.39170444,0.440058589,0.452869296,0.428210775,0.452869296,0.446463943
46_20_r2_d1,Kigali,51.88220596,53.81558609,53.7105751,53.13612239,53.81558609,53.7630806,17.47580528,17.12388039,17.17497635,17.25822067,17.47580528,17.32539082,0.283101231,0.291491628,0.278541714,0.284378191,0.291491628,0.287296429,0.485120386,0.455645174,0.472493678,0.471086413,0.485120386,0.478807032
18_42_r0_d0,SaoPaulo,150.9223785,155.2369232,163.3707733,156.510025,163.3707733,159.3038483,8.201099396,7.956272125,7.512684822,7.890018781,8.201099396,8.07868576,0.036654871,0.025623176,0.035392273,0.032556773,0.036654871,0.036023572,0.479338437,0.510576129,0.49340713,0.494440566,0.510576129,0.50199163
61_58_r0_d1,Mexico,107.249115,109.4371414,106.8715515,107.8526026,109.4371414,108.3431282,11.16829777,10.99287796,11.19892979,11.12003517,11.19892979,11.18361378,0.052180041,0.035710011,0.031154461,0.039681504,0.052180041,0.043945026,0.316526175,0.338723391,0.358724505,0.337991357,0.358724505,0.348723948
37_13_r0_d0,Kinshasa,54.30866623,51.49092484,52.24370956,52.68110021,54.30866623,53.2761879,17.07878876,17.26469231,16.92502975,17.08950361,17.26469231,17.17174053,0.18882668,0.20666641,0.205543667,0.200345586,0.20666641,0.206105039,0.403404087,0.377309263,0.404386997,0.395033449,0.404386997,0.403895542
39_15_r2_d1,Kigali,73.57039642,70.27214813,63.83838272,69.22697576,73.57039642,71.92127228,13.39347649,14.45750141,15.6745348,14.50850423,15.6745348,15.0660181,0.238464534,0.299525708,0.29922989,0.279073377,0.299525708,0.299377799,0.403027982,0.361658126,0.383290231,0.38265878,0.403027982,0.393159106
19_35_r0_d0,HongKong,135.3118286,146.833847,137.617569,139.9210815,146.833847,142.225708,9.149456978,8.439648628,9.002695084,8.863933563,9.149456978,9.076076031,0.052999385,0.0333375,0.051411491,0.045916125,0.052999385,0.052205438,0.468615979,0.499770373,0.505933642,0.491439998,0.505933642,0.502852008
20_63_r0_d0,Chicago,150.0137329,128.0504456,131.6493378,136.5711721,150.0137329,140.8315353,8.21942234,9.52575779,9.319405556,9.021528562,9.52575779,9.422581673,0.004656699,0.051962078,0.073188625,0.043269134,0.073188625,0.062575351,0.429477215,0.382039189,0.327448845,0.379655083,0.429477215,0.405758202
38_50_r0_d1,Kinshasa,82.42875671,81.7146759,84.53941345,82.89428202,84.53941345,83.48408508,13.45459843,13.53017139,13.23498726,13.40658569,13.53017139,13.49238491,0.093115836,0.093455739,0.067715108,0.084762228,0.093455739,0.093285788,0.373406589,0.371125579,0.365935415,0.370155861,0.373406589,0.372266084
10_14_r1_d0,Kinshasa,53.50534439,26.99631691,51.69391251,44.06519127,53.50534439,52.59962845,16.71776581,20.63994598,17.50738335,18.28836505,20.63994598,19.07366467,0.348103285,0.429812878,0.38462615,0.387514104,0.429812878,0.407219514,0.446187556,0.285861015,0.459322035,0.397123535,0.459322035,0.452754796
1_6_r0_d0,Mexico,123.4002991,127.4271622,134.9685974,128.5986862,134.9685974,131.1978798,9.949848175,9.670931816,9.171518326,9.597432772,9.949848175,9.810389996,0.024668606,0.05164903,0.022639282,0.032985639,0.05164903,0.038158818,0.469282538,0.467536718,0.45684731,0.464555522,0.469282538,0.468409628
55_34_r0_d1,Chicago,130.5023193,114.8540192,112.5454941,119.3006109,130.5023193,122.6781693,9.395415306,10.57324886,10.74960995,10.23942471,10.74960995,10.66142941,0.13362664,0.154668644,0.166327938,0.151541074,0.166327938,0.160498291,0.557106376,0.452110082,0.543363154,0.517526537,0.557106376,0.550234765
14_32_r0_d0,Singapore,120.193573,121.2195969,121.7732697,121.0621465,121.7732697,121.4964333,10.17854786,10.10471535,10.06513309,10.1161321,10.17854786,10.1416316,0.033753421,0.050179869,0.044648334,0.042860541,0.050179869,0.047414102,0.546641827,0.530816376,0.545373619,0.54094394,0.546641827,0.546007723
22_35_r1_d1,Stockholm,113.9189072,122.6951904,123.7647705,120.1262894,123.7647705,123.2299805,10.47225285,9.965492249,9.890102386,10.10928249,10.47225285,10.21887255,0.041170917,0.048261207,0.05118316,0.046871761,0.05118316,0.049722183,0.37283951,0.332889378,0.375979692,0.360569527,0.375979692,0.374409601
30_45_r0_d0,HongKong,91.78050232,109.5641327,105.2518768,102.1988373,109.5641327,107.4080048,12.52116489,10.98280525,11.33157444,11.6118482,12.52116489,11.92636967,0.129914239,0.124003872,0.152512372,0.135476828,0.152512372,0.141213305,0.585985899,0.608820736,0.565032482,0.586613039,0.608820736,0.597403318
27_63_r1_d1,Stockholm,66.18894958,66.77401733,79.68152618,70.8814977,79.68152618,73.22777176,15.04836082,15.14669323,13.36601353,14.52035586,15.14669323,15.09752703,0.19507578,0.170776755,0.176880524,0.180911019,0.19507578,0.185978152,0.448384166,0.430193156,0.48960048,0.456059267,0.48960048,0.468992323
51_39_r0_d1,Orlando,101.3643799,103.4492264,101.4070358,102.0735474,103.4492264,102.4281311,11.55567169,11.37883472,11.55201817,11.49550819,11.55567169,11.55384493,0.083092235,0.07567808,0.08600805,0.081592788,0.08600805,0.084550142,0.420952171,0.427754015,0.45987469,0.436193625,0.45987469,0.443814352
5_30_r0_d0,Kigali,60.54214096,60.73476028,59.33112335,60.20267487,60.73476028,60.63845062,16.13501549,16.10742569,16.31052208,16.18432109,16.31052208,16.22276878,0.282153368,0.257921278,0.269556791,0.269877146,0.282153368,0.275855079,0.462387115,0.476504147,0.480966568,0.473285943,0.480966568,0.478735358
84_51_r0_d1,Orlando,79.46014404,85.52758789,110.9500122,91.97924805,110.9500122,98.23880005,13.35450649,12.92723179,10.77083206,12.35085678,13.35450649,13.14086914,0.219757736,0.248260707,0.263287038,0.243768493,0.263287038,0.255773872,0.421398461,0.489454031,0.417294592,0.442715695,0.489454031,0.455426246
18_47_r0_d1,Kinshasa,76.11705017,68.76222229,74.95748901,73.27892049,76.11705017,75.53726959,14.07814026,15.0291729,14.21147823,14.43959713,15.0291729,14.62032557,0.145627886,0.139020383,0.148955479,0.144534583,0.148955479,0.147291683,0.404561877,0.336605489,0.392414987,0.377860785,0.404561877,0.398488432
9_52_r0_d1,SaoPaulo,133.3083344,143.9038391,144.2033386,140.4718374,144.2033386,144.0535889,9.279026985,8.614724159,8.596666336,8.83013916,9.279026985,8.946875572,0.034300245,0.034597382,0.033964779,0.034287469,0.034597382,0.034448814,0.421024919,0.476062834,0.446531653,0.447873135,0.476062834,0.461297244
25_24_r2_d2,HongKong,109.8675308,100.8104248,121.3680878,110.6820145,121.3680878,115.6178093,10.95878506,11.70606422,10.09408283,10.91964404,11.70606422,11.33242464,0.103399098,0.125759587,0.069625624,0.099594769,0.125759587,0.114579342,0.576222122,0.511358082,0.549771369,0.545783858,0.576222122,0.562996745
21_55_r2_d2,HongKong,135.7736816,144.7531128,145.4337463,141.9868469,145.4337463,145.0934296,9.119860649,8.563613892,8.52286911,8.735447884,9.119860649,8.84173727,0.046086397,0.043762822,0.042945698,0.044264972,0.046086397,0.044924609,0.495484054,0.503375173,0.486235887,0.495031705,0.503375173,0.499429613
39_40_r1_d0,Singapore,111.0141525,94.74884033,135.9697876,113.9109268,135.9697876,123.4919701,10.86860561,12.14190102,9.1073246,10.70594374,12.14190102,11.50525331,0.213899568,0.281915843,0.19650048,0.230771964,0.281915843,0.247907706,0.620781422,0.592016935,0.674508452,0.62910227,0.674508452,0.647644937
24_51_r2_d1,Kigali,66.27680206,68.69430542,61.10534668,65.35881805,68.69430542,67.48555374,15.3489418,15.03775787,16.05458832,15.48042933,16.05458832,15.70176506,0.216767937,0.215603918,0.236904994,0.223092283,0.236904994,0.226836465,0.433696628,0.454100966,0.402540088,0.430112561,0.454100966,0.443898797
25_47_r2_d0,HongKong,129.9884491,133.5827484,135.4748383,133.0153453,135.4748383,134.5287933,9.498078346,9.261165619,9.138998985,9.299414317,9.498078346,9.379621983,0.060876846,0.05656587,0.048159011,0.055200576,0.060876846,0.058721358,0.544396102,0.531415164,0.559365869,0.545059045,0.559365869,0.551880985
63_40_r0_d0,Orlando,74.28123474,70.84801483,80.61014557,75.24646505,80.61014557,77.44569016,14.11681938,14.56280231,13.54558468,14.07506879,14.56280231,14.33981085,0.295250624,0.382217616,0.337524772,0.338331004,0.382217616,0.359871194,0.360836267,0.352098286,0.388023883,0.366986146,0.388023883,0.374430075
38_12_r0_d1,SaoPaulo,141.5112152,150.2536621,151.8240509,147.8629761,151.8240509,151.0388565,8.760354996,8.239670753,8.14936161,8.38312912,8.760354996,8.500012875,0.035743762,0.032695726,0.04573223,0.038057239,0.04573223,0.040737996,0.483556658,0.480419278,0.493994713,0.485990216,0.493994713,0.488775685
34_20_r1_d1,Kinshasa,70.6704483,70.32500458,69.86666107,70.28737132,70.6704483,70.49772644,14.79141521,14.83397579,14.89077187,14.83872096,14.89077187,14.86237383,0.107402854,0.124446534,0.119419657,0.117089681,0.124446534,0.121933095,0.394885927,0.406115234,0.398466706,0.399822623,0.406115234,0.40229097
1_1_r0_d0,Mexico,109.2182693,126.0850983,129.6416168,121.6483281,129.6416168,127.8633575,11.01026726,9.762897491,9.52128315,10.0981493,11.01026726,10.38658237,0.04608389,0.031551309,0.025907673,0.034514291,0.04608389,0.038817599,0.491598755,0.452364862,0.47365886,0.472540826,0.491598755,0.482628807
39_27_r0_d0,Kigali,76.60823059,76.56319427,71.99764252,75.05635579,76.60823059,76.58571243,14.09066391,14.09577274,14.62980747,14.27208138,14.62980747,14.36279011,0.217217252,0.216120318,0.228660449,0.220666006,0.228660449,0.222938851,0.474016666,0.473718286,0.466000021,0.471244991,0.474016666,0.473867476
86_14_r0_d1,Orlando,85.46124268,82.42163086,116.3666229,94.74983215,116.3666229,100.9139328,13.00345802,13.2485323,10.28760147,12.17986393,13.2485323,13.12599516,0.161261499,0.153503269,0.126688763,0.147151177,0.161261499,0.157382384,0.541644692,0.523275316,0.554287732,0.539735913,0.554287732,0.547966212
91_30_r0_d1,Orlando,119.3042679,121.2606354,131.1387024,123.9012019,131.1387024,126.1996689,9.752591133,9.860005379,9.214738846,9.609111786,9.860005379,9.806298256,0.08870101,0.113833964,0.112651601,0.105062192,0.113833964,0.113242783,0.455212772,0.482488155,0.49228549,0.476662139,0.49228549,0.487386823
38_86_r1_d1,Kinshasa,56.19867325,28.49668121,54.41581345,46.3703893,56.19867325,55.30724335,16.74752235,21.39793777,17.0616703,18.40237681,21.39793777,19.22980404,0.203620255,0.387874842,0.182657585,0.258050894,0.387874842,0.295747548,0.415825993,0.268036246,0.432934225,0.372265488,0.432934225,0.424380109
39_16_r0_d0,Mexico,134.5787506,135.1166229,147.3818054,139.0257263,147.3818054,141.2492142,9.196641922,9.161996841,8.407295227,8.921977997,9.196641922,9.179319382,0.045971416,0.029486464,0.032606501,0.03602146,0.045971416,0.039288959,0.498655587,0.488411099,0.488681525,0.49191607,0.498655587,0.493668556
10_42_r1_d0,Singapore,127.0056229,126.1558914,140.4834747,131.2149963,140.4834747,133.7445488,9.699712753,9.758021355,8.823667526,9.427133878,9.758021355,9.728867054,0.04278937,0.071717933,0.074316427,0.062941243,0.074316427,0.07301718,0.514086008,0.49914968,0.539592743,0.517609477,0.539592743,0.526839375
29_81_r1_d0,Singapore,69.1246109,84.81839752,99.35264587,84.43188477,99.35264587,92.0855217,14.27407169,12.99955368,11.76419067,13.01260535,14.27407169,13.63681269,0.32607317,0.251034498,0.190207839,0.255771836,0.32607317,0.288553834,0.406350344,0.458305478,0.512089729,0.458915184,0.512089729,0.485197604
12_49_r1_d1,HongKong,45.96483994,45.41396332,50.90641403,47.42840576,50.90641403,48.43562698,16.54677582,17.23077393,17.11414337,16.96389771,17.23077393,17.17245865,0.093522921,0.119229011,0.148647994,0.120466642,0.148647994,0.133938503,0.388910651,0.490945101,0.628302872,0.502719541,0.628302872,0.559623986
40_84_r0_d0,Kinshasa,62.29834366,60.16580963,59.07580185,60.51331838,62.29834366,61.23207664,15.88664246,16.18917656,16.34797859,16.14126587,16.34797859,16.26857758,0.125542209,0.133212,0.121234968,0.126663059,0.133212,0.129377104,0.422893673,0.377360582,0.378216803,0.392823686,0.422893673,0.400555238
71_44_r0_d1,SaoPaulo,139.9667511,139.799469,136.8049469,138.8570557,139.9667511,139.88311,8.855674744,8.866063118,9.05413723,8.925291697,9.05413723,8.960100174,0.019281205,0.031484112,0.036053456,0.028939591,0.036053456,0.033768784,0.4644261,0.453142524,0.464614928,0.460727851,0.464614928,0.464520514
47_37_r0_d0,Orlando,98.41078949,99.12210083,99.51392365,99.01560465,99.51392365,99.31801224,11.70850182,11.64594555,11.8184948,11.72431405,11.8184948,11.76349831,0.096970581,0.084156215,0.105001874,0.095376223,0.105001874,0.100986227,0.388110936,0.414563358,0.42883864,0.410504311,0.42883864,0.421700999
20_17_r1_d0,Munich,75.15886688,75.92301178,95.79016113,82.29067993,95.79016113,85.85658646,13.90908623,14.03137493,11.44030857,13.12692324,14.03137493,13.97023058,0.246680692,0.264417797,0.196904078,0.236000856,0.264417797,0.255549245,0.469595015,0.521986425,0.553696156,0.515092532,0.553696156,0.53784129
16_55_r1_d1,Singapore,134.7454071,129.3821259,144.4124908,136.1800079,144.4124908,139.578949,9.185892105,9.538685799,8.584076881,9.102884928,9.538685799,9.362288952,0.097568437,0.091697939,0.08748582,0.092250732,0.097568437,0.094633188,0.545064569,0.540999353,0.564545989,0.550203303,0.564545989,0.554805279
47_89_r1_d1,Kinshasa,36.07362366,29.70417976,29.80604362,31.86128235,36.07362366,32.93983364,20.63237762,22.04295731,21.54359818,21.40631104,22.04295731,21.79327774,0.326374859,0.355291396,0.321885228,0.334517161,0.355291396,0.340833127,0.340928912,0.266869366,0.29483214,0.300876806,0.340928912,0.317880526
73_65_r0_d0,Orlando,80.70975494,78.31971741,95.82791138,84.95246124,95.82791138,88.26883316,13.32554913,13.79595757,11.93951511,13.0203406,13.79595757,13.56075335,0.125002265,0.150350124,0.121630646,0.132327678,0.150350124,0.137676194,0.44538337,0.45304355,0.469790459,0.45607246,0.469790459,0.461417004
15_49_r1_d0,Orlando,80.60703278,81.27059174,104.2878647,88.72182973,104.2878647,92.77922821,13.33661079,13.5775032,11.20468044,12.70626481,13.5775032,13.457057,0.15847522,0.174733624,0.15302074,0.162076528,0.174733624,0.166604422,0.385017276,0.358950138,0.47377938,0.405915598,0.47377938,0.429398328
43_12_r0_d2,Munich,103.075531,109.5896454,100.3454895,104.3368886,109.5896454,106.3325882,11.47893143,10.98078156,11.64342213,11.3677117,11.64342213,11.56117678,0.176144913,0.145536378,0.119493522,0.147058271,0.176144913,0.160840645,0.54955852,0.545695126,0.583690524,0.559648057,0.583690524,0.566624522
17_55_r1_d0,Singapore,116.8963242,127.7299042,136.6891479,127.1051254,136.6891479,132.2095261,10.42015457,9.650321007,9.061491966,9.710655848,10.42015457,10.03523779,0.079264231,0.095634155,0.094463103,0.089787163,0.095634155,0.095048629,0.507788956,0.576098442,0.561166883,0.548351427,0.576098442,0.568632662
26_53_r1_d1,Kinshasa,79.03614807,78.80696869,75.79711914,77.88007863,79.03614807,78.92155838,13.81965733,13.8448801,14.18311787,13.94921843,14.18311787,14.01399899,0.067244545,0.071270719,0.079258263,0.072591176,0.079258263,0.075264491,0.361147076,0.364299893,0.352884769,0.359443913,0.364299893,0.362723485
62_66_r1_d0,Orlando,102.6183701,91.41726685,111.6274643,101.8877004,111.6274643,107.1229172,11.3448534,12.38360405,10.75235748,11.49360498,12.38360405,11.86422873,0.148738027,0.156700104,0.109987639,0.138475257,0.156700104,0.152719066,0.522828817,0.501551688,0.506142378,0.510174294,0.522828817,0.514485598
17_51_r1_d0,Kigali,73.48199463,71.30257416,67.10886383,70.63114421,73.48199463,72.39228439,14.4525528,14.71406841,15.24057484,14.80239868,15.24057484,14.97732162,0.203817621,0.207770824,0.220552295,0.21071358,0.220552295,0.21416156,0.427831233,0.412340164,0.408607721,0.416259706,0.427831233,0.420085698
28_72_r1_d0,Kinshasa,97.46691895,96.56762695,89.63273621,94.5557607,97.46691895,97.01727295,11.65154648,12.07954025,12.72683907,12.15264193,12.72683907,12.40318966,0.090594895,0.088087283,0.089772075,0.089484751,0.090594895,0.090183485,0.398657322,0.408081234,0.386914849,0.397884468,0.408081234,0.403369278
46_28_r0_d0,Mexico,122.2441025,117.194313,125.0080414,121.4821523,125.0080414,123.6260719,10.03161335,10.39804077,9.837413788,10.08902264,10.39804077,10.21482706,0.043581147,0.060306069,0.055554442,0.053147219,0.060306069,0.057930255,0.368602812,0.344344169,0.364783376,0.359243453,0.368602812,0.366693094
30_68_r1_d1,Kinshasa,61.56870651,58.76506805,57.76815414,59.36730957,61.56870651,60.16688728,15.98897171,16.29099464,16.30063248,16.19353294,16.30063248,16.29581356,0.1366335,0.153638527,0.168606162,0.152959396,0.168606162,0.161122344,0.407804638,0.401010841,0.415551484,0.408122321,0.415551484,0.411678061
24_55_r0_d1,HongKong,88.63441467,86.0089798,92.10804749,88.91714732,92.10804749,90.37123108,12.82412434,13.08529663,12.49022007,12.79988035,13.08529663,12.95471048,0.11442785,0.11638248,0.133321479,0.121377269,0.133321479,0.124851979,0.559828401,0.536565661,0.638228714,0.578207592,0.638228714,0.599028558
28_46_r1_d0,HongKong,130.3981628,134.259903,119.6393661,128.099144,134.259903,132.3290329,9.470743179,9.217245102,10.21869087,9.635559718,10.21869087,9.844717026,0.053376742,0.043835297,0.049612813,0.048941617,0.053376742,0.051494777,0.505900264,0.509088516,0.471858799,0.49561586,0.509088516,0.50749439
97_28_r0_d1,Orlando,88.86057281,86.76158905,88.47457886,88.03224691,88.86057281,88.66757584,12.69919682,12.83761978,12.73700905,12.75794188,12.83761978,12.78731441,0.144795135,0.12769419,0.135185272,0.135891532,0.144795135,0.139990203,0.411145151,0.417116404,0.44514364,0.424468398,0.44514364,0.431130022
34_18_r2_d1,HongKong,116.6752472,132.3817291,120.8175964,123.2915243,132.3817291,126.5996628,10.43659782,9.339611053,10.13356781,9.969925563,10.43659782,10.28508282,0.202187851,0.140832871,0.188988596,0.177336439,0.202187851,0.195588224,0.406677812,0.412176698,0.407498419,0.40878431,0.412176698,0.409837559
3_49_r1_d1,Singapore,74.2062149,71.6902771,89.22440338,78.3736318,89.22440338,81.71530914,13.24152374,13.02181244,12.27603722,12.8464578,13.24152374,13.13166809,0.163328871,0.14908123,0.167363644,0.159924582,0.167363644,0.165346257,0.643395543,0.64852941,0.596282065,0.629402339,0.64852941,0.645962477
22_20_r1_d0,Munich,92.22658539,97.26792908,97.92333221,95.80594889,97.92333221,97.59563065,12.41065693,11.9826498,11.82111931,12.07147535,12.41065693,12.19665337,0.102072015,0.06465438,0.089924477,0.085550291,0.102072015,0.095998246,0.466526002,0.47753644,0.462041259,0.468701233,0.47753644,0.472031221
49_41_r0_d0,Mexico,109.7675934,111.8210144,114.0311203,111.8732427,114.0311203,112.9260674,10.96668911,10.80570316,10.63570499,10.80269909,10.96668911,10.88619614,0.090287216,0.052679867,0.075631753,0.072866278,0.090287216,0.082959484,0.345630318,0.351738304,0.342756569,0.346708397,0.351738304,0.348684311
8_26_r0_d0,Orlando,88.10159302,85.34179688,97.13632965,90.19323985,97.13632965,92.61896133,12.6696806,13.11880684,11.75167274,12.51338673,13.11880684,12.89424372,0.146182656,0.145589903,0.141371608,0.144381389,0.146182656,0.14588628,0.452054441,0.409793943,0.468986899,0.443611761,0.468986899,0.46052067
52_31_r0_d1,Orlando,136.7091064,126.1069794,138.6008301,133.8056386,138.6008301,137.6549683,8.641545296,9.624060631,8.803526878,9.023044268,9.624060631,9.213793755,0.068719506,0.120333783,0.121708542,0.103587277,0.121708542,0.121021163,0.516705811,0.557314277,0.51724869,0.530422926,0.557314277,0.537281483
15_24_r0_d1,SaoPaulo,140.1838531,146.0929718,143.738739,143.3385213,146.0929718,144.9158554,8.842213631,8.483586311,8.624695778,8.65016524,8.842213631,8.733454704,0.025518108,0.025273982,0.019581776,0.023457956,0.025518108,0.025396045,0.397983313,0.44440949,0.423996389,0.42212973,0.44440949,0.434202939
12_51_r1_d0,Munich,107.4138565,100.9390793,99.50732422,102.6200867,107.4138565,104.1764679,11.15496635,11.69498634,11.78494263,11.54496511,11.78494263,11.73996449,0.041807804,0.063645907,0.04888903,0.05144758,0.063645907,0.056267468,0.472941637,0.469388306,0.441520333,0.461283425,0.472941637,0.471164972
20_7_r0_d1,Kigali,68.11868286,68.5802002,70.14450836,68.94779714,70.14450836,69.36235428,15.11084747,15.05219841,14.85629845,15.00644811,15.11084747,15.08152294,0.202918485,0.194386646,0.188753054,0.195352728,0.202918485,0.198652565,0.457356066,0.460811079,0.486122996,0.468096713,0.486122996,0.473467037
14_74_r0_d1,Singapore,130.9307709,136.159668,137.8548279,134.9817556,137.8548279,137.0072479,9.435338974,9.0952034,8.987732887,9.17275842,9.435338974,9.265271187,0.056806799,0.050117049,0.052179992,0.053034614,0.056806799,0.054493396,0.419390172,0.457347214,0.467989475,0.448242287,0.467989475,0.462668344
1_28_r1_d1,Kigali,68.18448639,69.36881256,67.0189209,68.19073995,69.36881256,68.77664948,15.06833076,14.95288754,15.25222301,15.0911471,15.25222301,15.16027689,0.194097504,0.190986633,0.186130941,0.190405026,0.194097504,0.192542069,0.418839425,0.41666919,0.428446352,0.421318322,0.428446352,0.423642889
76_55_r0_d0,Mexico,127.2313766,115.0437241,113.5736389,118.6162465,127.2313766,121.1375504,9.684288025,10.55891418,10.67062187,10.30460803,10.67062187,10.61476803,0.024303935,0.04024284,0.042204097,0.035583624,0.042204097,0.041223468,0.482377201,0.47763598,0.462387174,0.474133452,0.482377201,0.48000659
17_40_r1_d1,Singapore,117.2314148,120.577095,134.7761841,124.194898,134.7761841,127.6766396,10.39529324,10.15087509,9.183909416,9.910025915,10.39529324,10.27308416,0.064564459,0.039970264,0.049358532,0.051297752,0.064564459,0.056961495,0.5341748,0.544950604,0.580355704,0.553160369,0.580355704,0.562653154
109_16_r1_d0,Orlando,103.6677704,105.9078522,118.0557404,109.2104543,118.0557404,111.9817963,11.36050415,11.17481613,10.26603794,10.93378607,11.36050415,11.26766014,0.078632176,0.073595785,0.074532606,0.075586855,0.078632176,0.076582391,0.461660534,0.477009833,0.481112927,0.473261098,0.481112927,0.47906138
48_11_r0_d1,Orlando,106.1891937,80.69560242,111.6847992,99.52319845,111.6847992,108.9369965,11.01279545,13.43235779,10.64428806,11.69648043,13.43235779,12.22257662,0.141363725,0.125408709,0.122611687,0.129794707,0.141363725,0.133386217,0.532452106,0.427132845,0.563591063,0.507725338,0.563591063,0.548021585
