base,city,img1_2SSIM,img1_2MS_SSIM,img1_2LPIPS,img2_3SSIM,img2_3MS_SSIM,img2_3LPIPS,img1_3SSIM,img1_3MS_SSIM,img1_3LPIPS,mean_SSIM,mean_MS_SSIM,mean_LPIPS
10_47_r1_d1,Singapore,0.08957669883966446,0.0,0.5140408277511597,0.08495523780584335,0.15347115695476532,0.47988006472587585,0.06360958516597748,0.09662479162216187,0.48975029587745667,0.0793805072704951,0.08336531619230907,0.49455706278483075
56_38_r0_d1,Mexico,0.03471067175269127,0.008558236062526703,0.30535638332366943,0.1115456148982048,0.20891529321670532,0.31713324785232544,0.05978597328066826,0.013545229099690914,0.3210254907608032,0.06868075331052144,0.07700625279297431,0.31450504064559937
38_46_r0_d1,SaoPaulo,0.03719193860888481,0.10676103830337524,0.397798091173172,0.029307352378964424,0.06985422223806381,0.42979300022125244,0.03243207931518555,0.11156126111745834,0.38052940368652344,0.032977123434344925,0.0960588405529658,0.4027068316936493
106_24_r1_d0,Orlando,0.10550893098115921,0.1754552572965622,0.3761585056781769,0.07816911488771439,0.04855555295944214,0.44844499230384827,0.07957902550697327,0.051517803221940994,0.4300183057785034,0.08775235712528229,0.09184287115931511,0.4182072679201762
17_51_r1_d0,Kigali,0.23674903810024261,0.17120756208896637,0.43311607837677,0.29559215903282166,0.2692596912384033,0.3314204812049866,0.23013617098331451,0.17662417888641357,0.42994624376296997,0.2541591227054596,0.20569714407126108,0.3981609344482422
94_26_r1_d0,Orlando,0.17939716577529907,0.18575163185596466,0.4921531677246094,0.15060648322105408,0.17575861513614655,0.5277538895606995,0.1492784172296524,0.1650015264749527,0.4681767225265503,0.15976068874200186,0.1755039244890213,0.49602792660395306
18_42_r0_d0,SaoPaulo,0.05991796404123306,0.08187060803174973,0.3737075924873352,0.04258808493614197,0.0906032994389534,0.372983455657959,0.04676426574587822,0.09120688587427139,0.3531341254711151,0.04975677157441775,0.08789359778165817,0.3666083912054698
61_58_r0_d1,Mexico,0.04252531751990318,0.0,0.30889058113098145,0.028953565284609795,0.0038499750662595034,0.31214481592178345,0.04198022931814194,0.09054479748010635,0.30184972286224365,0.03781970404088497,0.031464924182121955,0.30762837330500287
24_51_r2_d1,Kigali,0.24900612235069275,0.16869568824768066,0.44070395827293396,0.252962589263916,0.11404480785131454,0.42742863297462463,0.254819393157959,0.13388366997241974,0.4157002866268158,0.2522627015908559,0.138874722023805,0.42794429262479144
19_35_r0_d0,HongKong,0.03010675124824047,0.09064125269651413,0.492121160030365,0.04681554064154625,0.10871082544326782,0.48704200983047485,0.03699527308344841,0.039793405681848526,0.49074453115463257,0.03797252165774504,0.07971516127387683,0.48996923367182416
37_13_r0_d0,Kinshasa,0.3856596052646637,0.27296510338783264,0.32623744010925293,0.4693288505077362,0.40312036871910095,0.24291281402111053,0.38944441080093384,0.3154204189777374,0.29528653621673584,0.4148109555244446,0.3305019636948903,0.28814559678236645
10_14_r1_d0,Kinshasa,0.3404572308063507,0.055013615638017654,0.4383384883403778,0.36229246854782104,0.19155579805374146,0.42746883630752563,0.21574845910072327,0.11670096963644028,0.4336363971233368,0.30616605281829834,0.12109012777606647,0.4331479072570801
20_63_r0_d0,Chicago,0.009809892624616623,0.0,0.4068880081176758,0.05020710080862045,0.0,0.40551427006721497,0.037750910967588425,0.08576861023902893,0.41537949442863464,0.032589301466941833,0.028589536746342976,0.4092605908711751
38_50_r0_d1,Kinshasa,0.09519274532794952,0.09842830151319504,0.2982519268989563,0.10126081109046936,0.12640129029750824,0.3337661027908325,0.07645208388566971,0.08057376742362976,0.3402913510799408,0.09096854676802953,0.10180111974477768,0.3241031269232432
1_6_r0_d0,Mexico,0.10323066264390945,0.21018321812152863,0.32204490900039673,0.04799395054578781,0.14512963593006134,0.4060492515563965,0.042385250329971313,0.1283337026834488,0.4194346070289612,0.06453662117322286,0.1612155189116796,0.38250958919525146
55_34_r0_d1,Chicago,0.1500595062971115,0.23205749690532684,0.47678619623184204,0.15292240679264069,0.20054511725902557,0.5048684477806091,0.11862357705831528,0.07681240886449814,0.5558438897132874,0.14053516338268915,0.1698050076762835,0.5124995112419128
27_63_r1_d1,Stockholm,0.2684590220451355,0.26103290915489197,0.39109542965888977,0.21705274283885956,0.0,0.4850548803806305,0.2566513121128082,0.21232838928699493,0.456393837928772,0.24738769233226776,0.15778709948062897,0.4441813826560974
14_32_r0_d0,Singapore,0.025772996246814728,0.0,0.42027437686920166,0.03993460536003113,0.0,0.4080084264278412,0.023484162986278534,0.0,0.450643390417099,0.02973058819770813,0.0,0.4263087312380473
22_35_r1_d1,Stockholm,0.04567656293511391,0.07396679371595383,0.35931625962257385,0.07568112015724182,0.14445394277572632,0.3399815261363983,0.059884779155254364,0.1222228929400444,0.34938904643058777,0.0604141540825367,0.11354787647724152,0.34956227739651996
30_45_r0_d0,HongKong,0.05967392027378082,0.0,0.572884738445282,0.08425693213939667,0.0,0.5808382034301758,0.06324589252471924,0.0,0.5702066421508789,0.0690589149792989,0.0,0.5746431946754456
51_39_r0_d1,Orlando,0.12076568603515625,0.2120874673128128,0.40923190116882324,0.11828099191188812,0.13324691355228424,0.46580231189727783,0.12118358910083771,0.11169824004173279,0.47756409645080566,0.12007675568262736,0.15234420696894327,0.45086610317230225
17_42_r0_d1,Kigali,0.10507801920175552,0.11833582073450089,0.36682483553886414,0.11777856945991516,0.14455066621303558,0.3926737904548645,0.09060738980770111,0.07209527492523193,0.3541083037853241,0.10448799282312393,0.1116605872909228,0.3712023099263509
18_47_r0_d1,Kinshasa,0.13391563296318054,0.0,0.32216838002204895,0.12140095978975296,0.04239496961236,0.28454864025115967,0.1803656816482544,0.08520790934562683,0.2798651158809662,0.14522742480039597,0.04253429298599561,0.2955273787180583
84_51_r0_d1,Orlando,0.2602219879627228,0.0,0.5335685610771179,0.28413209319114685,0.2825217545032501,0.48829978704452515,0.22275686264038086,0.0,0.43974819779396057,0.2557036479314168,0.09417391816775005,0.48720551530520123
9_52_r0_d1,SaoPaulo,0.049949873238801956,0.0486910380423069,0.41888564825057983,0.05949234962463379,0.14815448224544525,0.4185970425605774,0.043247733265161514,0.08618012815713882,0.37383797764778137,0.05089665204286575,0.09434188281496365,0.40377355615297955
25_24_r2_d2,HongKong,0.19828025996685028,0.17768071591854095,0.48227131366729736,0.09487133473157883,0.0,0.5241408348083496,0.1016487330198288,0.07897388935089111,0.5638532042503357,0.1316001092394193,0.08555153508981068,0.5234217842419943
21_55_r2_d2,HongKong,0.05552823841571808,0.0,0.45511624217033386,0.04901020973920822,0.0,0.4817371666431427,0.04152663052082062,0.04144872725009918,0.49662038683891296,0.048688359558582306,0.013816242416699728,0.4778245985507965
39_40_r1_d0,Singapore,0.24605101346969604,0.2190716713666916,0.43464043736457825,0.20280684530735016,0.14654022455215454,0.4786260724067688,0.13231948018074036,0.08560726046562195,0.496811181306839,0.19372577965259552,0.15040638546148935,0.470025897026062
25_47_r2_d0,HongKong,0.0745038390159607,0.0,0.4890361428260803,0.06691931188106537,0.15832431614398956,0.4980514943599701,0.04285820946097374,0.0,0.5669040083885193,0.06142712011933327,0.05277477204799652,0.5179972151915232
39_15_r2_d1,Kigali,0.3357727527618408,0.2020174115896225,0.34630095958709717,0.3529975414276123,0.2107754945755005,0.3393111228942871,0.31398558616638184,0.23992717266082764,0.35071074962615967,0.33425196011861164,0.2175733596086502,0.34544094403584796
38_12_r0_d1,SaoPaulo,0.056434839963912964,0.02031850442290306,0.4322545826435089,0.06913726776838303,0.09271129965782166,0.4241858422756195,0.09295650571584702,0.15323637425899506,0.3447929322719574,0.072842871149381,0.08875539277990659,0.40041111906369525
63_40_r0_d0,Orlando,0.3286994397640228,0.28614529967308044,0.4088131785392761,0.35950204730033875,0.2645694613456726,0.34936845302581787,0.28225523233413696,0.22171884775161743,0.3751046359539032,0.3234855731328328,0.2574778695901235,0.3777620891729991
34_20_r1_d1,Kinshasa,0.11487990617752075,0.13912035524845123,0.27143508195877075,0.12554395198822021,0.13862651586532593,0.274446040391922,0.105727419257164,0.11349605768918991,0.2610119581222534,0.11538375914096832,0.13041430960098901,0.26896436015764874
1_1_r0_d0,Mexico,0.033732447773218155,0.07647944986820221,0.40639549493789673,0.02392926812171936,0.08675534278154373,0.36046335101127625,0.037292297929525375,0.08852200955152512,0.41563692688941956,0.03165133794148763,0.08391893406709035,0.3941652576128642
40_19_r1_d0,Kigali,0.3579995334148407,0.2273343801498413,0.3913322687149048,0.3676035702228546,0.2214568853378296,0.39136549830436707,0.3621000349521637,0.2763848602771759,0.3849661946296692,0.3625677128632863,0.24172537525494894,0.38922132054964703
91_30_r0_d1,Orlando,0.1140243411064148,0.1208370253443718,0.4163413643836975,0.1274210661649704,0.17952406406402588,0.4289534389972687,0.15727846324443817,0.15697605907917023,0.43720194697380066,0.1329079568386078,0.15244571616252264,0.4274989167849223
86_14_r0_d1,Orlando,0.26189547777175903,0.33174726366996765,0.37914401292800903,0.16450680792331696,0.08337081223726273,0.601148784160614,0.16590751707553864,0.09483283758163452,0.6113103628158569,0.1974366009235382,0.16998363782962164,0.5305343866348267
38_86_r1_d1,Kinshasa,0.2137404978275299,0.12172975391149521,0.4083772301673889,0.214128315448761,0.17911572754383087,0.40412548184394836,0.10614984482526779,0.054458219558000565,0.2611698806285858,0.17800621936718622,0.11843456700444221,0.3578908642133077
39_16_r0_d0,Mexico,0.03753732889890671,0.09123316407203674,0.39554232358932495,0.043924130499362946,0.11322071403265,0.4031142592430115,0.03174861520528793,0.07191210985183716,0.41471680998802185,0.037736691534519196,0.09212199598550797,0.4044577976067861
10_42_r1_d0,Singapore,0.0803498923778534,0.2260034829378128,0.3982621729373932,0.05691652372479439,0.14970093965530396,0.4292655885219574,0.07693352550268173,0.2155899554491043,0.43167123198509216,0.07139998053510983,0.1970981260140737,0.41973299781481427
12_49_r1_d1,HongKong,0.16684511303901672,0.27008169889450073,0.4391534626483917,0.1905817836523056,0.20963458716869354,0.5738007426261902,0.16073593497276306,0.2166898250579834,0.5917803049087524,0.17272094388802847,0.2321353703737259,0.5349115033944448
29_81_r1_d0,Singapore,0.2924996316432953,0.01852305606007576,0.40362998843193054,0.22911687195301056,0.036417942494153976,0.41236257553100586,0.23667019605636597,0.035136912018060684,0.4328629970550537,0.25276223321755725,0.030025970190763474,0.4162851870059967
40_84_r0_d0,Kinshasa,0.08294425159692764,0.05038448050618172,0.3145616352558136,0.09630361199378967,0.09039080142974854,0.2525802254676819,0.0813877210021019,0.06435833871364594,0.298712819814682,0.0868785281976064,0.06837787354985873,0.28861822684605914
71_44_r0_d1,SaoPaulo,0.02881750836968422,0.016825703904032707,0.3719778060913086,0.04757801070809364,0.10476016998291016,0.3558327853679657,0.05998089909553528,0.12289499491453171,0.331979364156723,0.04545880605777105,0.08149362293382485,0.35326331853866577
47_37_r0_d0,Orlando,0.0904545783996582,0.06632163375616074,0.351971834897995,0.10217808187007904,0.03951304778456688,0.3889954388141632,0.0958889052271843,0.0,0.37060752511024475,0.09617385516564052,0.03527822718024254,0.37052493294080097
47_89_r1_d1,Kinshasa,0.4225122034549713,0.3115037977695465,0.3134063482284546,0.49992090463638306,0.43416842818260193,0.2354114055633545,0.42351216077804565,0.3391358554363251,0.2861179709434509,0.4486484229564667,0.36160269379615784,0.27831190824508667
16_55_r1_d1,Singapore,0.11509037762880325,0.1645803600549698,0.46764808893203735,0.07673168927431107,0.11460504680871964,0.49044549465179443,0.07394099235534668,0.13489530980587006,0.48062437772750854,0.088587686419487,0.13802690555651984,0.4795726537704468
20_17_r1_d0,Munich,0.3483900725841522,0.4155835211277008,0.4668668806552887,0.30401837825775146,0.07245039939880371,0.5907666683197021,0.26016971468925476,0.19288523495197296,0.5489436388015747,0.3041927218437195,0.22697305182615915,0.5355257292588552
73_65_r0_d0,Orlando,0.19022344052791595,0.16921930015087128,0.49531883001327515,0.1699390411376953,0.1676693707704544,0.5337772369384766,0.13618935644626617,0.12207552045583725,0.5011947751045227,0.16545061270395914,0.15298806379238764,0.5100969473520914
15_49_r1_d0,Orlando,0.208739772439003,0.17466115951538086,0.3279087245464325,0.15584176778793335,0.0,0.45400047302246094,0.16659168899059296,0.17059721052646637,0.4432760179042816,0.17705774307250977,0.11508612334728241,0.40839507182439166
43_12_r0_d2,Munich,0.2101851999759674,0.22885821759700775,0.42611777782440186,0.10650550574064255,0.0,0.5493763089179993,0.10639570653438568,0.0,0.5627598762512207,0.14102880408366522,0.07628607253233592,0.5127513209978739
26_53_r1_d1,Kinshasa,0.0704207569360733,0.07381627708673477,0.3414318859577179,0.08081535995006561,0.07653078436851501,0.3456462025642395,0.06623277068138123,0.05556236580014229,0.3226681649684906,0.07248962918917339,0.06863647575179736,0.336582084496816
17_55_r1_d0,Singapore,0.08395731449127197,0.03829946741461754,0.489551305770874,0.12937825918197632,0.17292898893356323,0.4829874634742737,0.06276959925889969,0.017136432230472565,0.5117095112800598,0.09203505764404933,0.07612162952621777,0.49474942684173584
20_7_r0_d1,Kigali,0.2116698920726776,0.1237950250506401,0.4592289924621582,0.2422902137041092,0.12486204504966736,0.4295920729637146,0.21259188652038574,0.127981036901474,0.39868542551994324,0.22218399743239084,0.1255460356672605,0.42916883031527203
62_66_r1_d0,Orlando,0.26895976066589355,0.3307424783706665,0.39133673906326294,0.17770390212535858,0.09569429606199265,0.5886738896369934,0.18625135719776154,0.10728762298822403,0.6109923124313354,0.21097167332967123,0.17790813247362772,0.5303343137105306
28_72_r1_d0,Kinshasa,0.1217365488409996,0.0735878050327301,0.3066675364971161,0.12197045236825943,0.09111034125089645,0.30023685097694397,0.1297478973865509,0.06790418177843094,0.27519720792770386,0.12448496619860332,0.07753410935401917,0.2940338651339213
46_28_r0_d0,Mexico,0.07095494121313095,0.0509679950773716,0.29818645119667053,0.03392305597662926,0.019645964726805687,0.3123552203178406,0.07805642485618591,0.14885437488555908,0.33466923236846924,0.06097814068198204,0.07315611156324546,0.3150703012943268
30_68_r1_d1,Kinshasa,0.3462674021720886,0.25344064831733704,0.32555603981018066,0.42639774084091187,0.37094220519065857,0.24850904941558838,0.35589125752449036,0.29747897386550903,0.30686962604522705,0.37618546684583026,0.3072872757911682,0.29364490509033203
24_55_r0_d1,HongKong,0.10576042532920837,0.14171086251735687,0.49361932277679443,0.1363665759563446,0.07722732424736023,0.5526947975158691,0.12012600898742676,0.04744242504239082,0.5355207324028015,0.12075100342432658,0.08879353726903598,0.5272782842318217
28_46_r1_d0,HongKong,0.0418831966817379,0.07997170090675354,0.48610126972198486,0.0512474924325943,0.0,0.4704385995864868,0.04516332969069481,0.04487207531929016,0.47815391421318054,0.04609800626834234,0.0416145920753479,0.4782312611738841
97_28_r0_d1,Orlando,0.16535203158855438,0.16020311415195465,0.339023232460022,0.15599410235881805,0.17060720920562744,0.366714745759964,0.16133397817611694,0.11470545083284378,0.37143510580062866,0.1608933707078298,0.14850525806347528,0.3590576946735382
34_18_r2_d1,HongKong,0.17478111386299133,0.294359415769577,0.4347519874572754,0.15558075904846191,0.1969153881072998,0.3937404453754425,0.21356064081192017,0.3180004060268402,0.3672194182872772,0.1813075045744578,0.269758403301239,0.39857061703999835
3_49_r1_d1,Singapore,0.13382764160633087,0.5007540583610535,0.15811209380626678,0.14354433119297028,0.491528183221817,0.15851113200187683,0.1386253386735916,0.4794132709503174,0.1536255031824112,0.13866577049096426,0.49056517084439594,0.15674957633018494
8_26_r0_d0,Orlando,0.18236365914344788,0.272082656621933,0.37691932916641235,0.1847413182258606,0.214391827583313,0.4264490604400635,0.1666640341281891,0.20106850564479828,0.4572869837284088,0.17792300383249918,0.22918099661668143,0.42021845777829486
22_20_r1_d0,Munich,0.08640356361865997,0.0,0.4854750335216522,0.09227143973112106,0.0,0.4498625695705414,0.061587002128362656,0.0,0.49723076820373535,0.08008733515938123,0.0,0.4775227904319763
49_41_r0_d0,Mexico,0.07955041527748108,0.23349666595458984,0.2334306687116623,0.08971910923719406,0.20978359878063202,0.2594967186450958,0.11785509437322617,0.3088192045688629,0.24600885808467865,0.0957082062959671,0.2506998231013616,0.24631208181381226
12_51_r1_d0,Munich,0.06724405288696289,0.12294477224349976,0.4080231487751007,0.03735928237438202,0.07464098185300827,0.4774278998374939,0.05506690591573715,0.0,0.42785531282424927,0.05322341372569402,0.06586191803216934,0.4377687871456146
52_31_r0_d1,Orlando,0.12226925790309906,0.014262109994888306,0.5003446340560913,0.14488737285137177,0.096339650452137,0.5238988995552063,0.12093867361545563,0.13314609229564667,0.4555036425590515,0.12936510145664215,0.08124928424755733,0.4932490587234497
15_24_r0_d1,SaoPaulo,0.01661035232245922,0.0,0.39288923144340515,0.04612904414534569,0.030104676261544228,0.3874499499797821,0.038150522857904434,0.033337902277708054,0.32458409667015076,0.03362997310856978,0.02114752617975076,0.368307759364446
11_59_r1_d2,Kigali,0.17124582827091217,0.07590828090906143,0.4361739456653595,0.2068556249141693,0.15717722475528717,0.41993585228919983,0.18164017796516418,0.12133047729730606,0.3843647241592407,0.18658054371674856,0.11813866098721822,0.41349150737126666
14_74_r0_d1,Singapore,0.11239039152860641,0.22078697383403778,0.4164530038833618,0.145550936460495,0.25111135840415955,0.39154183864593506,0.1302257478237152,0.28500616550445557,0.40302515029907227,0.12938902527093887,0.25230149924755096,0.40367333094278973
39_10_r0_d0,Kigali,0.1467042714357376,0.06762026995420456,0.4156893193721771,0.17117184400558472,0.14812862873077393,0.410108745098114,0.14693832397460938,0.08884146809577942,0.36323773860931396,0.15493814647197723,0.10153012226025264,0.3963452676932017
76_55_r0_d0,Mexico,0.03691500052809715,0.10688906162977219,0.3709573745727539,0.059082940220832825,0.08804432302713394,0.3042995035648346,0.027790075168013573,0.059667106717824936,0.3538396954536438,0.041262671972314514,0.08486683045824368,0.34303219119707745
17_40_r1_d1,Singapore,0.05104851722717285,0.0,0.40507498383522034,0.057230014353990555,0.09338095039129257,0.41239044070243835,0.05163940414786339,0.08349738270044327,0.4230083227157593,0.05330597857634226,0.05895944436391195,0.41349124908447266
109_16_r1_d0,Orlando,0.09165500104427338,0.13240975141525269,0.3811054825782776,0.0784059539437294,0.05939550697803497,0.4517250657081604,0.07120947539806366,0.012860797345638275,0.43538224697113037,0.08042347679535548,0.06822201857964198,0.42273759841918945
48_11_r0_d1,Orlando,0.16954784095287323,0.06277282536029816,0.47958990931510925,0.13348853588104248,0.03975275158882141,0.5401434302330017,0.24883347749710083,0.36871373653411865,0.4523283839225769,0.18395661811033884,0.1570797711610794,0.49068724115689594
1_28_r1_d1,Kigali,0.22233423590660095,0.1318061798810959,0.47145575284957886,0.24150438606739044,0.13663184642791748,0.4304671883583069,0.21541278064250946,0.12905889749526978,0.4108178913593292,0.22641713420550028,0.1324989746014277,0.43758027752240497
16_44_r0_d1,SaoPaulo,0.06064600497484207,0.14420735836029053,0.38738343119621277,0.044650595635175705,0.1550007462501526,0.3955546021461487,0.05570046976208687,0.1703179031610489,0.37653350830078125,0.05366569012403488,0.156508669257164,0.38649051388104755
13_42_r0_d1,HongKong,0.16660301387310028,0.2718762159347534,0.4358384311199188,0.18835464119911194,0.21707451343536377,0.5795531272888184,0.16049189865589142,0.22083139419555664,0.5965452194213867,0.1718165179093679,0.23659404118855795,0.537312259276708
21_22_r1_d1,Singapore,0.03894076868891716,0.06755220144987106,0.43843644857406616,0.03943948820233345,0.057520683854818344,0.43333160877227783,0.015805890783667564,0.0,0.4654906392097473,0.03139538255830606,0.041690961768229805,0.44575289885203045
7_48_r0_d2,Munich,0.04977111890912056,0.0,0.39398613572120667,0.05386945977807045,0.04268499091267586,0.4336049556732178,0.03779779002070427,0.015454351902008057,0.41975536942481995,0.04714612290263176,0.01937978093822797,0.4157821536064148
35_86_r0_d1,Mexico,0.08137177675962448,0.07591830939054489,0.31565073132514954,0.09106500446796417,0.12491589784622192,0.34753718972206116,0.08864667266607285,0.18329288065433502,0.31810104846954346,0.08702781796455383,0.12804236263036728,0.3270963231722514
82_6_r1_d0,Orlando,0.25766173005104065,0.26219895482063293,0.31706976890563965,0.2561338543891907,0.2466823011636734,0.4241834878921509,0.24167166650295258,0.2030537873506546,0.4442383050918579,0.2518224169810613,0.23731168111165366,0.3951638539632161
50_10_r0_d1,Orlando,0.29224589467048645,0.2598619759082794,0.479420006275177,0.1939757615327835,0.044305626302957535,0.5848391652107239,0.2277674823999405,0.2451729029417038,0.5242298245429993,0.23799637953440347,0.18311350171764693,0.5294963320096334
24_54_r1_d1,HongKong,0.07418207079172134,0.0,0.5391984581947327,0.09498569369316101,0.06820753216743469,0.6091607809066772,0.09067870676517487,0.0,0.590270459651947,0.08661549041668574,0.022735844055811565,0.5795432329177856
75_34_r1_d0,Orlando,0.14864352345466614,0.21959708631038666,0.4172869622707367,0.0960090309381485,0.13206498324871063,0.4544711709022522,0.11281793564558029,0.1639738380908966,0.4065125584602356,0.11915683001279831,0.1718786358833313,0.42609023054440814
60_21_r0_d1,Chicago,0.002315165940672159,0.0,0.3857729434967041,-0.0014581040013581514,0.0,0.3302701413631439,0.04221997782588005,0.0962083637714386,0.4087619185447693,0.014359013255064687,0.03206945459047953,0.37493500113487244
24_20_r0_d0,Kigali,0.1655762791633606,0.06240507960319519,0.3926205635070801,0.16803224384784698,0.09735139459371567,0.3958433270454407,0.1785675287246704,0.13381235301494598,0.39937132596969604,0.170725350578626,0.09785627573728561,0.39594507217407227
19_45_r2_d2,Kigali,0.14629799127578735,0.1033901572227478,0.36481621861457825,0.13662423193454742,0.09300645440816879,0.37325358390808105,0.12036894261837006,0.08297482877969742,0.4129239618778229,0.13443038860956827,0.09312381347020467,0.3836645881334941
21_63_r0_d2,Munich,0.30401334166526794,0.33690667152404785,0.3848218321800232,0.20156234502792358,0.14141111075878143,0.5158234238624573,0.16628947854042053,0.09950742870569229,0.5152992606163025,0.2239550550778707,0.19260840366284052,0.47198150555292767
8_35_r0_d0,Orlando,0.08651543408632278,0.11601736396551132,0.33949196338653564,0.09336934983730316,0.14422734081745148,0.5129500031471252,0.09643938392400742,0.01869339682161808,0.5083932876586914,0.09210805594921112,0.09297936720152696,0.45361175139745075
11_42_r0_d1,Mexico,0.02676919288933277,0.0,0.35099533200263977,0.0718061700463295,0.1455392837524414,0.33897021412849426,0.058941550552845,0.08943111449480057,0.3257046639919281,0.052505637829502426,0.07832346608241399,0.3385567367076874
21_39_r0_d0,Mexico,0.0704965814948082,0.1490388661623001,0.32100343704223633,0.05958714708685875,0.14061856269836426,0.3591155707836151,0.04391884058713913,0.09334751963615417,0.3799022436141968,0.05800085638960203,0.12766831616560617,0.35334041714668274
76_46_r0_d1,Orlando,0.10978075861930847,0.16443674266338348,0.37188249826431274,0.09111284464597702,0.07913022488355637,0.5021750330924988,0.11790870130062103,0.07533381134271622,0.4739064574241638,0.10626743485530217,0.10630025962988536,0.44932132959365845
24_20_r0_d1,Chicago,0.06853037327528,0.20008833706378937,0.3764646351337433,0.06581795960664749,0.13774852454662323,0.37581583857536316,0.07624927908182144,0.15949876606464386,0.4027053713798523,0.0701992039879163,0.16577854255835214,0.3849952816963196
47_11_r1_d0,Orlando,0.14254043996334076,0.14107121527194977,0.43456849455833435,0.13057145476341248,0.09442481398582458,0.4439990222454071,0.18454104661941528,0.24990099668502808,0.4258206784725189,0.15255098044872284,0.1617990086476008,0.4347960650920868
63_31_r0_d1,Orlando,0.3147067725658417,0.4285694658756256,0.22675195336341858,0.34385210275650024,0.5070549845695496,0.21621233224868774,0.3182503283023834,0.38328802585601807,0.2523399293422699,0.32560306787490845,0.43963749210039776,0.23176807165145874
31_41_r0_d0,Stockholm,0.10209529101848602,0.1021418571472168,0.38410505652427673,0.0571790412068367,0.03136127069592476,0.367354154586792,0.0707554966211319,0.0,0.3763970136642456,0.07667660961548488,0.044501042614380516,0.3759520749251048
10_62_r0_d1,Singapore,0.12070532888174057,0.3447115123271942,0.3634147644042969,0.0673220232129097,0.17154347896575928,0.44208723306655884,0.06880038976669312,0.2069423347711563,0.45505455136299133,0.08560924728711446,0.24106577535470328,0.42018551627794903
64_9_r0_d1,Chicago,0.13963408768177032,0.1418367624282837,0.5496722459793091,0.14426003396511078,0.0,0.5932146906852722,0.13770192861557007,0.0,0.5639243721961975,0.1405320167541504,0.047278920809427895,0.5689371029535929
42_11_r0_d0,Stockholm,0.09056740254163742,0.06442181020975113,0.40346115827560425,0.09164000302553177,0.05645899847149849,0.43952739238739014,0.06682382524013519,0.0,0.39637628197669983,0.08301041026910146,0.04029360289374987,0.41312161087989807
73_69_r0_d1,Chicago,0.0188726969063282,0.047431956976652145,0.44303634762763977,0.02780710533261299,0.09862715750932693,0.4576318860054016,0.009549702517688274,0.04711802676320076,0.465114027261734,0.018743168252209823,0.06439238041639328,0.4552607536315918
50_17_r0_d2,Munich,0.28799083828926086,0.3647099435329437,0.4411816895008087,0.2193324863910675,0.10193914920091629,0.4912511706352234,0.20277972519397736,0.1639796793460846,0.5310081243515015,0.23670101662476858,0.21020959069331488,0.48781366149584454
53_25_r1_d0,Kinshasa,0.07231208682060242,0.03646649792790413,0.3533948063850403,0.09792150557041168,0.11772096902132034,0.33690160512924194,0.0816856399178505,0.07295918464660645,0.37660181522369385,0.0839730774362882,0.07571555053194363,0.355632742245992
28_43_r1_d1,HongKong,0.029968878254294395,0.09961970895528793,0.42662912607192993,0.0560833215713501,0.13826732337474823,0.4422403872013092,0.06275059282779694,0.1524782031774521,0.39172086119651794,0.049600930884480476,0.13012174516916275,0.420196791489919
26_38_r1_d0,Kinshasa,0.13472682237625122,0.09683496505022049,0.42800164222717285,0.15679962933063507,0.14753814041614532,0.3921164870262146,0.08713823556900024,0.06726202368736267,0.28358525037765503,0.1262215624252955,0.10387837638457616,0.36790112654368085
34_98_r1_d1,Singapore,0.05893499031662941,0.0,0.4836007356643677,0.06567523628473282,0.12227168679237366,0.47765210270881653,0.061033397912979126,0.0,0.500575065612793,0.06188120817144712,0.04075722893079122,0.48727596799532574
65_70_r0_d0,SaoPaulo,0.05953846499323845,0.1411077231168747,0.33357754349708557,0.06613794714212418,0.15148039162158966,0.3463483452796936,0.05984317883849144,0.1785907745361328,0.33926233649253845,0.061839863657951355,0.15705962975819907,0.3397294084231059
55_24_r0_d0,Orlando,0.2030830681324005,0.24515564739704132,0.2957130968570709,0.2376675307750702,0.31127068400382996,0.3181787431240082,0.26602718234062195,0.3134938180446625,0.37518855929374695,0.23559259374936423,0.28997338314851123,0.329693466424942
30_34_r0_d2,Munich,0.06081874296069145,0.04538555070757866,0.4056752920150757,0.04926569387316704,0.030840015038847923,0.42540937662124634,0.026988601312041283,0.0,0.39920181035995483,0.045691012715299927,0.02540852191547553,0.41009549299875897
52_5_r0_d0,Mexico,0.06071493402123451,0.17539304494857788,0.29744550585746765,0.06696336716413498,0.13249431550502777,0.3224017024040222,0.060757216066122055,0.11203065514564514,0.32863569259643555,0.06281183908383052,0.13997267186641693,0.3161609669526418
57_23_r0_d1,SaoPaulo,0.06355992704629898,0.08717676252126694,0.3865222632884979,0.05613807588815689,0.10600993782281876,0.396492600440979,0.04698043689131737,0.07683026045560837,0.37823686003685,0.055559479941924415,0.09000565359989803,0.38708390792210895
25_31_r0_d1,Kigali,0.09163836389780045,0.07319879531860352,0.3949245810508728,0.10688827186822891,0.12514327466487885,0.41686996817588806,0.09326205402612686,0.09610868245363235,0.33557695150375366,0.0972628965973854,0.09815025081237157,0.3824571669101715
16_23_r0_d1,Singapore,0.07969196140766144,0.1416132003068924,0.5002806782722473,0.11955749243497849,0.24306876957416534,0.3986597955226898,0.08740384876728058,0.1269359141588211,0.49063271284103394,0.0955511008699735,0.17053929467995962,0.46319106221199036
